N°_da_fatura;Data_da_fatura;ID_Cliente;País;Quantidade;Valor;Ano_mes;Pertence_UK
537081;2020-12-05 12:00:00;15332;Lithuania;442;1145,06;2020-12;NÃO
537086;2020-12-05 12:01:00;15332;Lithuania;168;438,0;2020-12;NÃO
537090;2020-12-05 12:02:00;15332;Lithuania;12;15,0;2020-12;NÃO
537111;2020-12-05 12:08:00;14810;United Kingdom;84;180,44;2020-12;SIM
537117;2020-12-05 12:09:00;16353;United Kingdom;48;204,0;2020-12;SIM
537127;2020-12-05 12:13:00;13831;United Kingdom;160;408,0;2020-12;SIM
537126;2020-12-05 12:13:00;18118;United Kingdom;212;475,86;2020-12;SIM
537129;2020-12-05 12:15:00;13506;United Kingdom;232;301,12;2020-12;SIM
537128;2020-12-05 12:15:00;12841;United Kingdom;135;211,74;2020-12;SIM
537130;2020-12-05 12:23:00;17796;United Kingdom;28;114,65;2020-12;SIM
537131;2020-12-05 12:26:00;15716;United Kingdom;435;547,1;2020-12;SIM
537133;2020-12-05 12:29:00;18156;United Kingdom;73;206,23;2020-12;SIM
537134;2020-12-05 12:34:00;16983;United Kingdom;107;163,49;2020-12;SIM
537135;2020-12-05 12:35:00;17059;United Kingdom;471;722,36;2020-12;SIM
537136;2020-12-05 12:42:00;12748;United Kingdom;152;273,76;2020-12;SIM
537137;2020-12-05 12:43:00;16327;United Kingdom;392;535,6;2020-12;SIM
537138;2020-12-05 12:44:00;17211;United Kingdom;204;273,3;2020-12;SIM
537139;2020-12-05 12:47:00;17026;United Kingdom;25;33,15;2020-12;SIM
537140;2020-12-05 12:53:00;12748;United Kingdom;54;70,42;2020-12;SIM
537142;2020-12-05 12:57:00;12748;United Kingdom;16;41,45;2020-12;SIM
537141;2020-12-05 12:57:00;15570;United Kingdom;165;517,65;2020-12;SIM
537144;2020-12-05 13:00:00;15880;United Kingdom;211;343,28;2020-12;SIM
537153;2020-12-05 13:03:00;16718;United Kingdom;413;623,75;2020-12;SIM
537155;2020-12-05 13:05:00;12748;United Kingdom;66;75,64;2020-12;SIM
537154;2020-12-05 13:05:00;15808;United Kingdom;355;1021,45;2020-12;SIM
537156;2020-12-05 13:08:00;17858;United Kingdom;87;251,25;2020-12;SIM
537158;2020-12-05 13:10:00;16393;United Kingdom;86;184,8;2020-12;SIM
537159;2020-12-05 13:17:00;14527;United Kingdom;60;292,95;2020-12;SIM
537160;2020-12-05 13:18:00;14161;United Kingdom;128;283,15;2020-12;SIM
537163;2020-12-05 13:21:00;17863;United Kingdom;276;384,72;2020-12;SIM
537176;2020-12-05 13:26:00;16411;United Kingdom;70;131,5;2020-12;SIM
537179;2020-12-05 13:29:00;13767;United Kingdom;284;806,28;2020-12;SIM
537192;2020-12-05 13:42:00;16402;United Kingdom;105;211,8;2020-12;SIM
537193;2020-12-05 13:49:00;15023;United Kingdom;232;460,6;2020-12;SIM
537194;2020-12-05 13:53:00;17402;United Kingdom;80;271,2;2020-12;SIM
537195;2020-12-05 13:55:00;15311;United Kingdom;310;650,64;2020-12;SIM
537196;2020-12-05 13:55:00;15426;United Kingdom;159;411,42;2020-12;SIM
537197;2020-12-05 14:02:00;12647;Germany;80;286,5;2020-12;NÃO
537198;2020-12-05 14:03:00;12647;Germany;11;85,5;2020-12;NÃO
537199;2020-12-05 14:06:00;15894;United Kingdom;115;156,74;2020-12;SIM
537200;2020-12-05 14:17:00;15867;United Kingdom;47;112,9;2020-12;SIM
537201;2020-12-05 14:19:00;12472;Germany;972;1631,3;2020-12;NÃO
537202;2020-12-05 14:25:00;14506;United Kingdom;112;269,7;2020-12;SIM
537204;2020-12-05 14:45:00;15555;United Kingdom;293;198,43;2020-12;SIM
537205;2020-12-05 14:52:00;13034;United Kingdom;116;165,86;2020-12;SIM
537206;2020-12-05 15:02:00;15235;United Kingdom;25;85,55;2020-12;SIM
537207;2020-12-05 15:06:00;17402;United Kingdom;40;188,77;2020-12;SIM
537208;2020-12-05 15:12:00;15889;United Kingdom;149;297,92;2020-12;SIM
537209;2020-12-05 15:12:00;14606;United Kingdom;83;192,68;2020-12;SIM
537210;2020-12-05 15:15:00;15953;United Kingdom;101;209,84;2020-12;SIM
537211;2020-12-05 15:18:00;16143;United Kingdom;145;355,75;2020-12;SIM
537212;2020-12-05 15:21:00;12720;Germany;299;473,39;2020-12;NÃO
537213;2020-12-05 15:26:00;12748;United Kingdom;7;8,65;2020-12;SIM
537214;2020-12-05 15:35:00;16422;United Kingdom;2048;1668,2;2020-12;SIM
537215;2020-12-05 15:38:00;12747;United Kingdom;108;358,56;2020-12;SIM
537216;2020-12-05 15:40:00;15502;United Kingdom;240;569,5;2020-12;SIM
537217;2020-12-05 15:40:00;15502;United Kingdom;16;167,2;2020-12;SIM
537218;2020-12-05 15:46:00;12763;Japan;196;320,08;2020-12;NÃO
537219;2020-12-05 15:47:00;14081;United Kingdom;252;423,52;2020-12;SIM
537221;2020-12-05 15:54:00;17965;United Kingdom;14;37,35;2020-12;SIM
537222;2020-12-05 16:00:00;14404;United Kingdom;57;133,48;2020-12;SIM
537223;2020-12-05 16:10:00;13579;United Kingdom;46;164,7;2020-12;SIM
537224;2020-12-05 16:24:00;13174;United Kingdom;700;1415,97;2020-12;SIM
537225;2020-12-05 16:41:00;12748;United Kingdom;316;496,48;2020-12;SIM
537226;2020-12-06 08:34:00;15987;United Kingdom;86;113,48;2020-12;SIM
537227;2020-12-06 08:42:00;17677;United Kingdom;700;922,4;2020-12;SIM
537228;2020-12-06 08:43:00;17677;United Kingdom;12;25,2;2020-12;SIM
537229;2020-12-06 08:44:00;17677;United Kingdom;12;17,4;2020-12;SIM
537231;2020-12-06 09:21:00;13652;United Kingdom;112;308,8;2020-12;SIM
537233;2020-12-06 09:37:00;17428;United Kingdom;148;353,0;2020-12;SIM
537235;2020-12-06 09:45:00;17381;United Kingdom;1464;2567,64;2020-12;SIM
537236;2020-12-06 09:52:00;16858;United Kingdom;91;375,69;2020-12;SIM
537238;2020-12-06 10:03:00;16161;United Kingdom;88;164,2;2020-12;SIM
537239;2020-12-06 10:05:00;18219;United Kingdom;67;210,19;2020-12;SIM
537241;2020-12-06 10:18:00;14293;United Kingdom;172;364,92;2020-12;SIM
537243;2020-12-06 10:19:00;16638;United Kingdom;24;50,4;2020-12;SIM
537242;2020-12-06 10:19:00;14748;United Kingdom;282;412,22;2020-12;SIM
537244;2020-12-06 10:20:00;17674;United Kingdom;349;300,66;2020-12;SIM
537245;2020-12-06 10:24:00;14748;United Kingdom;48;58,2;2020-12;SIM
537246;2020-12-06 10:27:00;12808;Portugal;53;129,4;2020-12;NÃO
537247;2020-12-06 10:34:00;13094;United Kingdom;192;223,68;2020-12;SIM
537248;2020-12-06 10:36:00;15899;United Kingdom;39;56,25;2020-12;SIM
537249;2020-12-06 10:38:00;16955;United Kingdom;20;33,0;2020-12;SIM
537250;2020-12-06 10:43:00;12708;Germany;89;196,44;2020-12;NÃO
537254;2020-12-06 11:01:00;15898;United Kingdom;210;382,69;2020-12;SIM
537255;2020-12-06 11:03:00;14443;United Kingdom;163;303,5;2020-12;SIM
537256;2020-12-06 11:06:00;16210;United Kingdom;796;2263,8;2020-12;SIM
537257;2020-12-06 11:10:00;17691;United Kingdom;58;142,5;2020-12;SIM
537258;2020-12-06 11:16:00;17227;United Kingdom;92;142,25;2020-12;SIM
537265;2020-12-06 11:26:00;15919;United Kingdom;242;270,72;2020-12;SIM
537262;2020-12-06 11:26:00;15039;United Kingdom;266;611,51;2020-12;SIM
537298;2020-12-06 11:37:00;13497;United Kingdom;54;153,5;2020-12;SIM
537301;2020-12-06 11:38:00;15860;United Kingdom;72;102,66;2020-12;SIM
537313;2020-12-06 11:42:00;15304;United Kingdom;21;123,15;2020-12;SIM
537312;2020-12-06 11:42:00;14189;United Kingdom;254;311,24;2020-12;SIM
537332;2020-12-06 11:58:00;14344;United Kingdom;120;322,8;2020-12;SIM
537334;2020-12-06 12:06:00;16719;United Kingdom;146;430,73;2020-12;SIM
537335;2020-12-06 12:15:00;15048;United Kingdom;32;98,7;2020-12;SIM
537346;2020-12-06 12:21:00;15301;United Kingdom;503;673,37;2020-12;SIM
537354;2020-12-06 12:23:00;12748;United Kingdom;85;133,07;2020-12;SIM
537350;2020-12-06 12:23:00;14708;United Kingdom;350;419,06;2020-12;SIM
537351;2020-12-06 12:23:00;16898;United Kingdom;98;116,08;2020-12;SIM
537359;2020-12-06 12:30:00;14825;United Kingdom;72;184,1;2020-12;SIM
537360;2020-12-06 12:31:00;18113;United Kingdom;72;76,32;2020-12;SIM
537362;2020-12-06 12:34:00;17596;United Kingdom;530;392,62;2020-12;SIM
537365;2020-12-06 12:38:00;15078;United Kingdom;201;449,95;2020-12;SIM
537367;2020-12-06 12:39:00;15078;United Kingdom;12;25,2;2020-12;SIM
537366;2020-12-06 12:39:00;14085;United Kingdom;106;308,05;2020-12;SIM
537368;2020-12-06 12:40:00;14911;EIRE;135;377,5;2020-12;NÃO
537369;2020-12-06 12:41:00;17860;United Kingdom;104;252,8;2020-12;SIM
537370;2020-12-06 12:44:00;13155;United Kingdom;168;379,7;2020-12;SIM
537371;2020-12-06 12:47:00;15028;United Kingdom;119;185,97;2020-12;SIM
537372;2020-12-06 12:52:00;16919;United Kingdom;73;198,35;2020-12;SIM
537375;2020-12-06 12:55:00;17019;United Kingdom;223;358,82;2020-12;SIM
537374;2020-12-06 12:55:00;17259;United Kingdom;275;381,64;2020-12;SIM
537376;2020-12-06 12:59:00;16722;United Kingdom;278;480,68;2020-12;SIM
537377;2020-12-06 13:01:00;15882;United Kingdom;116;270,52;2020-12;SIM
537378;2020-12-06 13:06:00;14911;EIRE;476;784,15;2020-12;NÃO
537380;2020-12-06 13:12:00;15882;United Kingdom;48;100,8;2020-12;SIM
537382;2020-12-06 13:13:00;16710;United Kingdom;197;375,47;2020-12;SIM
537381;2020-12-06 13:13:00;14667;United Kingdom;372;511,56;2020-12;SIM
537384;2020-12-06 13:21:00;15984;United Kingdom;56;122,7;2020-12;SIM
537385;2020-12-06 13:22:00;14487;United Kingdom;37;125,1;2020-12;SIM
537386;2020-12-06 13:32:00;14911;EIRE;3;20,85;2020-12;NÃO
537387;2020-12-06 13:34:00;13468;United Kingdom;84;222,18;2020-12;SIM
537388;2020-12-06 13:35:00;17682;United Kingdom;210;391,5;2020-12;SIM
537389;2020-12-06 13:41:00;17757;United Kingdom;60;149,0;2020-12;SIM
537390;2020-12-06 13:47:00;16658;United Kingdom;40;123,24;2020-12;SIM
537391;2020-12-06 13:53:00;16550;United Kingdom;257;554,66;2020-12;SIM
537392;2020-12-06 13:58:00;17068;United Kingdom;80;166,15;2020-12;SIM
537393;2020-12-06 13:59:00;13089;United Kingdom;972;2415,04;2020-12;SIM
537394;2020-12-06 14:00:00;13089;United Kingdom;54;81,18;2020-12;SIM
537395;2020-12-06 14:05:00;15356;United Kingdom;80;150,22;2020-12;SIM
537396;2020-12-06 14:08:00;17223;United Kingdom;64;292,84;2020-12;SIM
537397;2020-12-06 14:19:00;16817;United Kingdom;164;244,2;2020-12;SIM
537399;2020-12-06 14:31:00;13030;United Kingdom;204;427,74;2020-12;SIM
537400;2020-12-06 14:36:00;17191;United Kingdom;261;422,81;2020-12;SIM
537403;2020-12-06 14:43:00;17191;United Kingdom;21;30,45;2020-12;SIM
537404;2020-12-06 14:46:00;17191;United Kingdom;38;56,85;2020-12;SIM
537405;2020-12-06 14:51:00;17841;United Kingdom;132;406,69;2020-12;SIM
537407;2020-12-06 14:55:00;15502;United Kingdom;34;192,7;2020-12;SIM
537409;2020-12-06 15:00:00;15194;United Kingdom;247;406,16;2020-12;SIM
537410;2020-12-06 15:03:00;14409;United Kingdom;72;151,2;2020-12;SIM
537412;2020-12-06 15:06:00;14409;United Kingdom;96;177,6;2020-12;SIM
537415;2020-12-06 15:09:00;16654;United Kingdom;63;227,4;2020-12;SIM
537418;2020-12-06 15:13:00;17884;United Kingdom;66;137,11;2020-12;SIM
537419;2020-12-06 15:14:00;13495;United Kingdom;209;510,95;2020-12;SIM
537420;2020-12-06 15:18:00;17519;United Kingdom;184;335,3;2020-12;SIM
537421;2020-12-06 15:25:00;17218;United Kingdom;131;292,54;2020-12;SIM
537422;2020-12-06 15:27:00;17812;United Kingdom;144;217,55;2020-12;SIM
537423;2020-12-06 15:34:00;14215;United Kingdom;104;166,0;2020-12;SIM
537424;2020-12-06 15:35:00;15602;United Kingdom;57;92,55;2020-12;SIM
537428;2020-12-06 15:38:00;17320;United Kingdom;210;450,92;2020-12;SIM
537429;2020-12-06 15:54:00;12748;United Kingdom;119;82,12;2020-12;SIM
537433;2020-12-06 16:36:00;12913;United Kingdom;146;417,62;2020-12;SIM
537435;2020-12-06 16:58:00;17920;United Kingdom;82;221,5;2020-12;SIM
537440;2020-12-06 17:16:00;17869;United Kingdom;67;214,32;2020-12;SIM
537441;2020-12-06 17:26:00;13564;United Kingdom;256;540,0;2020-12;SIM
537446;2020-12-07 09:13:00;18055;United Kingdom;201;569,03;2020-12;SIM
537447;2020-12-07 09:21:00;13963;United Kingdom;54;151,3;2020-12;SIM
537448;2020-12-07 09:23:00;17450;United Kingdom;6;39,6;2020-12;SIM
537456;2020-12-07 09:43:00;17450;United Kingdom;780;1989,24;2020-12;SIM
537457;2020-12-07 09:51:00;17511;United Kingdom;914;1644,94;2020-12;SIM
537458;2020-12-07 09:55:00;17091;United Kingdom;101;293,45;2020-12;SIM
537459;2020-12-07 09:57:00;17470;United Kingdom;112;178,4;2020-12;SIM
537460;2020-12-07 10:04:00;17616;United Kingdom;128;326,4;2020-12;SIM
537462;2020-12-07 10:06:00;17228;United Kingdom;89;172,65;2020-12;SIM
537461;2020-12-07 10:06:00;15649;United Kingdom;120;510,0;2020-12;SIM
537463;2020-12-07 10:08:00;12681;France;585;1033,52;2020-12;NÃO
537464;2020-12-07 10:14:00;14907;United Kingdom;234;618,07;2020-12;SIM
537465;2020-12-07 10:32:00;17735;United Kingdom;218;454,6;2020-12;SIM
537467;2020-12-07 10:36:00;16059;United Kingdom;51;118,25;2020-12;SIM
537468;2020-12-07 10:36:00;12567;France;167;415,46;2020-12;NÃO
537469;2020-12-07 10:43:00;17720;United Kingdom;24;102,0;2020-12;SIM
537470;2020-12-07 10:47:00;15018;United Kingdom;21;111,25;2020-12;SIM
537471;2020-12-07 10:51:00;14344;United Kingdom;3;17,85;2020-12;SIM
537472;2020-12-07 11:11:00;12971;United Kingdom;126;111,54;2020-12;SIM
537476;2020-12-07 11:26:00;15838;United Kingdom;550;957,5;2020-12;SIM
537484;2020-12-07 11:30:00;14733;United Kingdom;680;1830,02;2020-12;SIM
537489;2020-12-07 11:33:00;17017;United Kingdom;396;511,8;2020-12;SIM
537509;2020-12-07 11:41:00;13756;United Kingdom;288;532,8;2020-12;SIM
537523;2020-12-07 11:45:00;14176;United Kingdom;61;159,55;2020-12;SIM
537538;2020-12-07 11:49:00;15353;United Kingdom;131;311,65;2020-12;SIM
537567;2020-12-07 11:59:00;18119;United Kingdom;125;181,12;2020-12;SIM
537592;2020-12-07 12:18:00;17491;United Kingdom;268;327,4;2020-12;SIM
537593;2020-12-07 12:21:00;14282;United Kingdom;300;571,0;2020-12;SIM
537594;2020-12-07 12:28:00;12647;Germany;155;596,8;2020-12;NÃO
537595;2020-12-07 12:29:00;13569;United Kingdom;44;118,32;2020-12;SIM
537599;2020-12-07 12:37:00;17954;United Kingdom;2;19,9;2020-12;SIM
537598;2020-12-07 12:37:00;14135;United Kingdom;80;319,0;2020-12;SIM
537601;2020-12-07 12:43:00;17287;United Kingdom;62;108,78;2020-12;SIM
537603;2020-12-07 12:49:00;14673;United Kingdom;213;373,49;2020-12;SIM
537604;2020-12-07 13:01:00;13488;United Kingdom;516;1381,92;2020-12;SIM
537605;2020-12-07 13:13:00;16221;United Kingdom;52;166,74;2020-12;SIM
537606;2020-12-07 13:16:00;15002;United Kingdom;279;631,65;2020-12;SIM
537607;2020-12-07 13:18:00;15965;United Kingdom;74;156,19;2020-12;SIM
537608;2020-12-07 13:20:00;15024;United Kingdom;235;444,42;2020-12;SIM
537609;2020-12-07 13:22:00;17675;United Kingdom;236;617,12;2020-12;SIM
537612;2020-12-07 13:28:00;13769;United Kingdom;122;322,3;2020-12;SIM
537614;2020-12-07 13:29:00;16904;United Kingdom;137;322,8;2020-12;SIM
537616;2020-12-07 13:30:00;16904;United Kingdom;2;15,9;2020-12;SIM
537615;2020-12-07 13:30:00;15898;United Kingdom;20;139,0;2020-12;SIM
537617;2020-12-07 13:45:00;16086;United Kingdom;76;177,26;2020-12;SIM
537618;2020-12-07 13:50:00;15061;United Kingdom;956;2022,16;2020-12;SIM
537619;2020-12-07 13:53:00;13786;United Kingdom;136;230,4;2020-12;SIM
537620;2020-12-07 14:00:00;13880;United Kingdom;54;97,8;2020-12;SIM
537622;2020-12-07 14:30:00;13173;United Kingdom;114;165,94;2020-12;SIM
537623;2020-12-07 14:31:00;15858;United Kingdom;199;383,93;2020-12;SIM
537624;2020-12-07 14:41:00;12748;United Kingdom;171;306,84;2020-12;SIM
537626;2020-12-07 14:57:00;12347;Iceland;319;711,79;2020-12;NÃO
537625;2020-12-07 14:57:00;15180;United Kingdom;36;87,5;2020-12;SIM
537627;2020-12-07 14:58:00;14739;United Kingdom;476;713,88;2020-12;SIM
537628;2020-12-07 15:02:00;16293;United Kingdom;189;378,75;2020-12;SIM
537629;2020-12-07 15:03:00;17419;United Kingdom;191;356,87;2020-12;SIM
537631;2020-12-07 15:04:00;17419;United Kingdom;12;17,4;2020-12;SIM
537634;2020-12-07 15:15:00;16775;United Kingdom;62;231,9;2020-12;SIM
537635;2020-12-07 15:18:00;16306;United Kingdom;30;68,1;2020-12;SIM
537636;2020-12-07 15:20:00;16950;United Kingdom;32;172,0;2020-12;SIM
537646;2020-12-07 15:39:00;17591;United Kingdom;133;406,6;2020-12;SIM
537650;2020-12-07 15:48:00;16125;United Kingdom;124;289,35;2020-12;SIM
537649;2020-12-07 15:48:00;13807;United Kingdom;36;112,6;2020-12;SIM
537648;2020-12-07 15:48:00;12839;United Kingdom;271;402,61;2020-12;SIM
537653;2020-12-07 15:54:00;17897;United Kingdom;84;268,73;2020-12;SIM
537655;2020-12-07 16:20:00;15081;United Kingdom;57;111,15;2020-12;SIM
537657;2020-12-07 16:42:00;18102;United Kingdom;2790;9639,12;2020-12;SIM
537659;2020-12-07 16:43:00;18102;United Kingdom;3689;15885,49;2020-12;SIM
537658;2020-12-07 16:43:00;18102;United Kingdom;120;395,76;2020-12;SIM
537664;2020-12-07 17:05:00;15024;United Kingdom;24;46,8;2020-12;SIM
537665;2020-12-07 17:19:00;16365;United Kingdom;101;139,86;2020-12;SIM
537667;2020-12-08 08:12:00;17870;United Kingdom;128;326,4;2020-12;SIM
537668;2020-12-08 08:43:00;14821;United Kingdom;20;48,8;2020-12;SIM
537669;2020-12-08 08:58:00;16863;United Kingdom;105;164,25;2020-12;SIM
537670;2020-12-08 09:07:00;13078;United Kingdom;151;514,39;2020-12;SIM
537671;2020-12-08 09:20:00;13267;United Kingdom;145;328,45;2020-12;SIM
537672;2020-12-08 09:30:00;13050;United Kingdom;182;328,01;2020-12;SIM
537673;2020-12-08 09:49:00;12709;Germany;139;522,7;2020-12;NÃO
537674;2020-12-08 09:51:00;15628;United Kingdom;250;319,18;2020-12;SIM
537676;2020-12-08 09:53:00;12386;Australia;214;258,9;2020-12;NÃO
537678;2020-12-08 09:56:00;16779;United Kingdom;133;356,91;2020-12;SIM
537681;2020-12-08 10:11:00;13329;United Kingdom;175;304,2;2020-12;SIM
537680;2020-12-08 10:11:00;13599;United Kingdom;173;253,24;2020-12;SIM
537682;2020-12-08 10:13:00;13599;United Kingdom;72;99,6;2020-12;SIM
537683;2020-12-08 10:14:00;12921;United Kingdom;240;365,4;2020-12;SIM
537685;2020-12-08 10:21:00;18077;United Kingdom;171;204,87;2020-12;SIM
537686;2020-12-08 10:21:00;14744;United Kingdom;148;225,0;2020-12;SIM
537688;2020-12-08 10:35:00;17406;United Kingdom;270;702,1;2020-12;SIM
537689;2020-12-08 10:36:00;15750;United Kingdom;288;301,52;2020-12;SIM
537690;2020-12-08 10:38:00;13983;United Kingdom;220;329,36;2020-12;SIM
537691;2020-12-08 10:39:00;13842;United Kingdom;163;310,57;2020-12;SIM
537692;2020-12-08 10:40:00;14796;United Kingdom;434;671,21;2020-12;SIM
537693;2020-12-08 10:45:00;12441;France;121;173,55;2020-12;NÃO
537694;2020-12-08 10:46:00;14901;United Kingdom;63;158,25;2020-12;SIM
537698;2020-12-08 10:51:00;13199;United Kingdom;452;468,68;2020-12;SIM
537700;2020-12-08 10:51:00;18229;United Kingdom;68;309,0;2020-12;SIM
537707;2020-12-08 10:53:00;14032;United Kingdom;176;303,86;2020-12;SIM
537738;2020-12-08 11:02:00;17706;United Kingdom;144;287,08;2020-12;SIM
537743;2020-12-08 11:02:00;17706;United Kingdom;65;151,95;2020-12;SIM
537751;2020-12-08 11:04:00;17706;United Kingdom;16;38,8;2020-12;SIM
537754;2020-12-08 11:16:00;16081;United Kingdom;53;157,6;2020-12;SIM
537755;2020-12-08 11:31:00;16525;United Kingdom;198;411,44;2020-12;SIM
537757;2020-12-08 11:38:00;17975;United Kingdom;86;314,1;2020-12;SIM
537758;2020-12-08 11:41:00;16122;United Kingdom;118;105,72;2020-12;SIM
537760;2020-12-08 11:42:00;15973;United Kingdom;106;307,82;2020-12;SIM
537759;2020-12-08 11:42:00;13126;United Kingdom;108;203,64;2020-12;SIM
537761;2020-12-08 11:43:00;13126;United Kingdom;12;19,8;2020-12;SIM
537762;2020-12-08 12:01:00;16558;United Kingdom;275;569,4;2020-12;SIM
537764;2020-12-08 12:06:00;16893;United Kingdom;62;145,93;2020-12;SIM
537766;2020-12-08 12:08:00;17677;United Kingdom;288;651,6;2020-12;SIM
537765;2020-12-08 12:08:00;14606;United Kingdom;81;215,88;2020-12;SIM
537767;2020-12-08 12:09:00;15100;United Kingdom;32;350,4;2020-12;SIM
537768;2020-12-08 12:11:00;15750;United Kingdom;20;39,0;2020-12;SIM
537769;2020-12-08 12:17:00;15021;United Kingdom;94;205,64;2020-12;SIM
537770;2020-12-08 12:24:00;15529;United Kingdom;176;295,66;2020-12;SIM
537771;2020-12-08 12:29:00;15498;United Kingdom;204;450,92;2020-12;SIM
537772;2020-12-08 12:35:00;18043;United Kingdom;172;316,46;2020-12;SIM
537773;2020-12-08 12:36:00;16016;United Kingdom;146;382,27;2020-12;SIM
537774;2020-12-08 12:40:00;14060;United Kingdom;196;281,0;2020-12;SIM
537775;2020-12-08 12:41:00;17722;United Kingdom;525;910,14;2020-12;SIM
537780;2020-12-08 12:45:00;17324;United Kingdom;51;127,05;2020-12;SIM
537781;2020-12-08 12:46:00;17341;United Kingdom;291;513,6;2020-12;SIM
537789;2020-12-08 12:49:00;14051;United Kingdom;214;623,42;2020-12;SIM
537791;2020-12-08 12:51:00;16233;United Kingdom;12;147,4;2020-12;SIM
537792;2020-12-08 12:56:00;16385;United Kingdom;70;148,23;2020-12;SIM
537793;2020-12-08 12:57:00;15032;United Kingdom;1655;2746,75;2020-12;SIM
537794;2020-12-08 13:01:00;16713;United Kingdom;189;414,43;2020-12;SIM
537796;2020-12-08 13:03:00;18061;United Kingdom;248;405,16;2020-12;SIM
537795;2020-12-08 13:03:00;17213;United Kingdom;92;312,9;2020-12;SIM
537799;2020-12-08 13:07:00;15916;United Kingdom;55;142,95;2020-12;SIM
537801;2020-12-08 13:08:00;15221;United Kingdom;43;403,25;2020-12;SIM
537800;2020-12-08 13:08:00;12748;United Kingdom;75;69,79;2020-12;SIM
537802;2020-12-08 13:11:00;13455;United Kingdom;190;692,94;2020-12;SIM
537803;2020-12-08 13:14:00;15916;United Kingdom;10;89,5;2020-12;SIM
537804;2020-12-08 13:17:00;12748;United Kingdom;116;130,64;2020-12;SIM
537806;2020-12-08 13:21:00;13113;United Kingdom;105;372,97;2020-12;SIM
537808;2020-12-08 13:23:00;15311;United Kingdom;145;251,09;2020-12;SIM
537809;2020-12-08 13:28:00;14217;United Kingdom;26;118,3;2020-12;SIM
537810;2020-12-08 13:30:00;15032;United Kingdom;3;23,85;2020-12;SIM
537811;2020-12-08 13:30:00;17262;United Kingdom;74;268,86;2020-12;SIM
537813;2020-12-08 13:38:00;18259;United Kingdom;116;376,3;2020-12;SIM
537815;2020-12-08 13:49:00;17676;United Kingdom;158;300,7;2020-12;SIM
537816;2020-12-08 13:51:00;16679;United Kingdom;29;129,75;2020-12;SIM
537817;2020-12-08 13:53:00;18269;United Kingdom;76;168,6;2020-12;SIM
537818;2020-12-08 13:53:00;12766;Portugal;424;1149,29;2020-12;NÃO
537819;2020-12-08 13:55:00;15298;United Kingdom;286;397,6;2020-12;SIM
537822;2020-12-08 14:22:00;13523;United Kingdom;365;566,95;2020-12;SIM
537825;2020-12-08 14:36:00;15005;United Kingdom;118;222,5;2020-12;SIM
537826;2020-12-08 14:38:00;15581;United Kingdom;104;272,34;2020-12;SIM
